#Star_ID        Band            ew(A)
B0.5-IV-ID1255  FeII/4233       0.0420340231346
B0.5-IV-ID1255  HeI/4387        0.266523955879
B0.5-IV-ID1255  OII/4416        -0.0649995814403
B0.5-IV-ID1255  HeI/4471        0.373569506915
B0.5-IV-ID1255  MgII/4481       0.062635042837
B0.5-IV-ID1255  HeII/4541       0.113532241641
B0.5-IV-ID1255  SiIII/4553      0.11866866596
B0.5-IV-ID1255  OII+CIII/4645   0.10184891562
B0.5-IV-ID1255  HeII/4686       0.244429448936
B0.5-IV-ID1295  CaIIK/3928      0.194572706579
B0.5-IV-ID1295  HeI/4009        0.402851659483
B0.5-IV-ID1295  HeI/4026        0.854046429907
B0.5-IV-ID1295  SiIV/4088       0.15639941409
B0.5-IV-ID1295  SiIV/4116       0.0568777059851
B0.5-IV-ID1295  HeI/4121        0.184191845743
B0.5-IV-ID1295  SiII/4130       -0.172913261337
B0.5-IV-ID1295  HeI/4144        0.39876526675
B0.5-IV-ID1295  HeII/4200       0.164958216292
B0.5-IV-ID1295  FeII/4233       -0.0245314736859
B0.5-IV-ID1295  HeI/4387        0.583769617107
B0.5-IV-ID1295  OII/4416        0.13794972793
B0.5-IV-ID1295  HeI/4471        0.94143702249
B0.5-IV-ID1295  MgII/4481       0.213986713922
B0.5-IV-ID1295  HeII/4541       0.0174822702231
B0.5-IV-ID1295  SiIII/4553      0.0409594332309
B0.5-IV-ID1295  OII+CIII/4645   0.310827691569
B0.5-IV-ID1295  HeII/4686       0.132601928533
B0.5-IV-ID1324  CaIIK/3928      0.185051734623
B0.5-IV-ID1324  HeI/4009        0.435333495693
B0.5-IV-ID1324  HeI/4026        0.819114734781
B0.5-IV-ID1324  SiIV/4088       0.234223581656
B0.5-IV-ID1324  SiIV/4116       0.126674433105
B0.5-IV-ID1324  HeI/4121        0.328662194167
B0.5-IV-ID1324  SiII/4130       0.00309983703948
B0.5-IV-ID1324  HeI/4144        0.446338470156
B0.5-IV-ID1324  HeII/4200       0.00858363525242
B0.5-IV-ID1324  FeII/4233       -0.0115710194186
B0.5-IV-ID1324  HeI/4387        0.52099967439
B0.5-IV-ID1324  OII/4416        0.202900246351
B0.5-IV-ID1324  HeI/4471        0.790289088991
B0.5-IV-ID1324  MgII/4481       0.0671595430873
B0.5-IV-ID1324  HeII/4541       0.0523109172423
B0.5-IV-ID1324  SiIII/4553      0.220891448914
B0.5-IV-ID1324  OII+CIII/4645   0.65483143446
B0.5-IV-ID1324  HeII/4686       0.164408069097
B0.5-IV-ID1348  CaIIK/3928      0.231267582162
B0.5-IV-ID1348  HeI/4009        0.478895691748
B0.5-IV-ID1348  HeI/4026        0.882842130178
B0.5-IV-ID1348  SiIV/4088       0.191811788648
B0.5-IV-ID1348  SiIV/4116       0.184182236765
B0.5-IV-ID1348  HeI/4121        0.27823980272
B0.5-IV-ID1348  SiII/4130       -0.0144982988662
B0.5-IV-ID1348  HeI/4144        0.38033297219
B0.5-IV-ID1348  HeII/4200       0.0144349839277
B0.5-IV-ID1348  FeII/4233       -0.0111754885819
B0.5-IV-ID1348  HeI/4387        0.426015788009
B0.5-IV-ID1348  OII/4416        0.14420962795
B0.5-IV-ID1348  HeI/4471        0.709753927336
B0.5-IV-ID1348  MgII/4481       0.173601085076
B0.5-IV-ID1348  HeII/4541       0.103267672547
B0.5-IV-ID1348  SiIII/4553      0.107273406528
B0.5-IV-ID1348  OII+CIII/4645   0.217993621811
B0.5-IV-ID1348  HeII/4686       0.248926329271
B0.5-IV-ID1561  CaIIK/3928      0.205097497979
B0.5-IV-ID1561  HeI/4009        0.345217975835
B0.5-IV-ID1561  HeI/4026        0.937189283274
B0.5-IV-ID1561  SiIV/4088       0.163664964116
B0.5-IV-ID1561  SiIV/4116       0.147041887609
B0.5-IV-ID1561  HeI/4121        0.347811474277
B0.5-IV-ID1561  SiII/4130       0.0318588387047
B0.5-IV-ID1561  HeI/4144        0.548749279236
B0.5-IV-ID1561  HeII/4200       0.0530311807037
B0.5-IV-ID1561  FeII/4233       -0.0274971798149
B0.5-IV-ID1561  HeI/4387        0.501238441323
B0.5-IV-ID1561  OII/4416        0.0634142312485
B0.5-IV-ID1561  HeI/4471        0.876578585206
B0.5-IV-ID1561  MgII/4481       0.114011821254
B0.5-IV-ID1561  HeII/4541       0.0383266471047
B0.5-IV-ID1561  SiIII/4553      0.123228842854
B0.5-IV-ID1561  OII+CIII/4645   0.243505496602
B0.5-IV-ID1561  HeII/4686       0.0726808790014
B0.5-IV-ID1693  CaIIK/3928      0.149313129351
B0.5-IV-ID1693  HeI/4009        0.414697670238
B0.5-IV-ID1693  HeI/4026        0.734856020687
B0.5-IV-ID1693  SiIV/4088       0.185673262851
