Name,RAJ2000,DEJ2000,U,e_U,B,e_B,V,e_V,I,e_I,J,e_J,H,e_H,K,e_K,[3.6],e_[3.6],[4.5],e_[4.5],[5.8],e_[5.8],[8.0],e_[8.0],[24],e_[24],SpT
"2MASS J05302067-6653018    ",82.58614,-66.88386,,,13.581,0.122,10.956,0.154,10.325,0.02,9.144,0.089,7.991,0.029,7.705,0.027,7.816,0.037,7.985,0.027,7.653,0.02,7.173,0.021,,,RSG
"SP77  46-34                ",82.14996,-68.43755,16.693,0.09,14.614,0.01,12.606,0.01,,,9.058,0.027,8.295,0.042,7.866,0.02,7.571,0.028,7.725,0.026,7.491,0.019,7.089,0.018,4.958,0.028,RSG
"SV* HV  5933               ",83.361755,-67.07038,16.263,0.06,14.314,0.01,12.326,0.01,10.514,0.05,8.953,0.027,8.195,0.036,7.818,0.026,7.306,0.022,7.186,0.023,6.823,0.017,6.137,0.025,3.991,0.023,RSG
"[W60] C2                   ",82.47893,-67.3102,13.753,0.01,13.694,0.01,12.506,0.01,10.576,0.02,8.9,0.035,8.124,0.038,7.789,0.017,7.383,0.031,7.411,0.027,7.063,0.015,6.494,0.024,4.359,0.025,RSG
"[M2002] LMC 148381         ",82.67267,-69.25938,17.444,0.044,15.212,0.101,13.567,0.068,11.27,0.04,8.752,0.029,7.993,0.034,7.591,0.021,7.4,0.027,7.331,0.023,7.044,0.018,6.556,0.018,4.116,0.022,RSG
"2MASS J05234361-6541596    ",80.93173,-65.6999,16.737,0.044,15.616,0.039,13.333,0.062,10.615,0.02,9.011,0.021,8.131,0.049,7.744,0.047,7.332,0.023,7.341,0.027,7.05,0.017,6.501,0.025,3.999,0.021,RSG
"SP77 47-5                  ",80.098434,-69.55747,,,14.18,,12.23,,10.177,0.02,9.08,0.024,8.329,0.047,7.983,0.023,7.885,0.027,7.74,0.023,7.481,0.017,6.895,0.014,4.544,0.028,RSG
"[M2002] LMC 149767         ",82.76743,-69.31752,17.846,0.049,15.751,0.045,14.395,0.036,10.909,0.04,9.022,0.022,8.06,0.038,7.627,0.031,6.905,0.045,6.891,0.03,6.492,0.018,5.858,0.025,4.047,0.023,RSG
"HD 269879                  ",84.19663,-66.76277,,,12.02,,10.94,,9.958,0.02,9.348,0.021,9.028,0.022,8.892,0.021,8.747,0.031,8.607,0.031,8.571,0.02,8.518,0.022,8.076,0.117,RSG
"[M2002] LMC 145112         ",82.43318,-69.09719,16.663,0.08,14.444,0.01,12.366,,10.619,0.02,8.989,0.029,8.18,0.042,7.882,0.024,7.614,0.03,7.586,0.021,7.318,0.019,6.965,0.017,5.011,0.028,RSG
"[M2002] LMC 143898         ",82.33931,-69.005615,14.289,0.119,15.365,0.144,14.986,0.115,10.111,0.02,8.833,0.021,8.033,0.033,7.746,0.023,7.312,0.038,7.4,0.02,7.057,0.018,6.549,0.018,4.83,0.027,RSG
"[M2002] LMC 135720         ",81.61413,-69.182205,16.733,0.11,15.474,0.02,13.626,0.01,10.782,0.03,8.934,0.026,8.078,0.049,7.705,0.018,7.404,0.046,7.468,0.026,7.155,0.018,6.577,0.017,4.001,0.023,RSG
"[M2002] LMC 174714         ",85.10186,-69.35472,15.753,0.04,15.164,0.01,13.186,0.01,10.669,0.03,9.14,0.034,8.259,0.027,7.854,0.027,7.515,0.036,7.554,0.03,7.219,0.019,6.733,0.018,4.685,0.062,RSG
"SP77  46-31                ",82.15249,-68.71069,16.353,0.06,14.674,0.01,12.706,0.01,10.636,0.02,9.062,0.032,8.261,0.027,7.92,0.027,7.685,0.028,7.763,0.023,7.472,0.02,7.054,0.015,5.744,0.035,RSG
"[M2002] LMC 164709         ",84.04421,-68.911156,11.683,0.01,12.474,0.01,12.076,0.01,10.613,0.04,9.164,0.025,8.319,0.038,7.968,0.021,7.515,0.03,7.548,0.024,7.141,0.014,6.507,0.024,4.557,0.029,RSG
"[M2002] LMC 175709         ",85.2711,-69.07844,16.586,0.049,14.744,0.01,12.796,0.01,10.612,0.03,9.23,0.023,8.319,0.059,7.975,0.017,7.765,0.03,7.938,0.027,7.715,0.021,7.457,0.02,5.881,0.058,RSG
"[M2002] LMC 139027         ",81.91519,-69.15034,13.123,0.01,13.334,0.01,12.186,0.01,10.303,0.03,9.056,0.021,8.253,0.063,7.97,0.027,7.698,0.026,7.912,0.028,7.701,0.021,7.591,0.02,4.685,0.025,RSG
"SP77 39-2                  ",75.99873,-69.63736,17.123,0.16,15.284,0.02,13.216,0.01,10.525,0.03,9.147,0.023,8.382,0.049,8.023,0.034,7.722,0.028,7.748,0.021,7.5,0.015,7.067,0.015,4.989,0.028,RSG
"LI-LMC   60                ",72.42283,-68.63096,,,22.774,0.334,19.353,0.063,14.211,0.04,9.13,0.024,8.047,0.04,7.486,0.02,6.918,0.041,6.363,0.022,6.096,0.04,5.031,0.036,3.321,0.019,RSG
"SV* HV  5717               ",79.28739,-69.5392,15.123,0.05,14.854,0.04,13.346,0.01,10.851,0.04,9.015,0.027,8.163,0.027,7.824,0.023,7.515,0.035,7.498,0.026,7.19,0.019,6.66,0.017,4.154,0.024,RSG
"[M2002] LMC 154311         ",83.114235,-69.28128,16.223,0.05,14.504,0.01,12.616,,10.583,0.03,9.075,0.023,8.261,0.024,7.963,0.018,7.79,0.033,7.877,0.027,7.63,0.018,7.255,0.018,5.045,0.029,RSG
"[M2002] LMC 169049         ",84.429344,-69.41666,16.343,0.08,14.724,0.01,12.706,0.01,10.793,0.02,9.058,0.026,8.188,0.034,7.871,0.04,7.685,0.037,7.827,0.028,7.5,0.018,6.986,0.018,4.5,0.043,RSG
"[M2002] LMC 170079         ",84.52772,-69.29158,17.196,0.061,18.414,0.101,13.797,0.049,11.033,0.02,9.339,0.02,8.395,0.049,7.913,0.02,7.473,0.034,7.586,0.025,7.294,0.02,6.875,0.019,4.703,0.041,RSG
"[GDN2015] LMC248           ",84.702,-69.092384,,,15.928,0.189,13.617,0.069,10.865,0.03,9.173,0.022,8.297,0.046,7.869,0.033,7.469,0.037,7.406,0.024,,,6.474,0.028,,,RSG
"SV* HV  5845               ",81.873726,-67.236984,15.323,0.03,14.394,0.01,12.856,0.01,10.671,0.03,9.03,0.023,8.298,0.044,7.971,0.033,7.523,0.028,7.275,0.023,6.938,0.017,6.442,0.026,5.178,0.026,RSG
"SV* HV  5870               ",82.26451,-69.11283,17.762,0.106,15.844,0.086,13.762,0.027,10.968,0.02,9.095,0.02,8.263,0.029,7.901,0.02,7.519,0.029,7.451,0.026,7.19,0.019,6.637,0.016,3.937,0.018,RSG
"SP77 55-20                 ",86.135,-70.606346,17.584,0.086,15.613,0.046,13.722,0.182,10.749,0.03,9.081,0.023,8.264,0.031,7.929,0.034,7.447,0.028,7.474,0.027,7.233,0.018,6.885,0.015,4.891,0.024,RSG
"HD 269110                  ",77.2941,-69.603386,,,11.76,,10.82,,9.878,0.03,9.32,0.021,9.028,0.024,8.906,0.02,8.76,0.03,8.677,0.034,8.625,0.022,8.59,0.021,8.241,0.164,RSG
"[M2002] LMC 163466         ",83.93252,-68.85582,14.603,0.02,14.264,0.01,12.506,0.01,10.547,0.03,9.121,0.022,8.27,0.024,8.044,0.021,7.736,0.027,7.868,0.023,7.558,0.015,7.078,0.015,5.381,0.029,RSG
"[M2002] LMC 158646         ",83.467384,-69.18709,17.58,0.074,16.214,0.38,13.807,0.036,11.059,0.03,9.22,0.024,8.356,0.044,7.899,0.018,7.436,0.03,7.378,0.021,7.069,0.018,6.592,0.015,4.313,0.023,RSG
"[GDN2015] LMC262           ",85.38906,-69.794586,16.963,0.058,14.766,0.046,12.9,0.078,10.625,0.03,9.325,0.021,8.453,0.038,8.182,0.034,7.858,0.027,8.013,0.029,7.776,0.02,7.495,0.019,5.957,0.078,RSG
"[M2002] LMC 134383         ",81.43687,-69.08023,15.903,0.06,15.164,0.02,13.516,0.01,10.598,0.03,9.178,0.024,8.336,0.047,7.993,0.021,7.592,0.034,7.64,0.027,7.35,0.019,6.885,0.018,4.754,0.026,RSG
"SV* HV 5760                ",79.97202,-69.45931,16.183,0.11,14.404,0.02,12.486,0.01,,,9.25,0.024,8.447,0.044,8.218,0.027,7.831,0.026,7.966,0.018,7.732,0.016,7.446,0.014,5.338,0.032,RSG
"SV* HV  5923               ",83.209335,-67.4625,16.753,0.11,15.234,0.01,13.396,0.01,10.633,0.03,9.179,0.023,8.331,0.027,8.048,0.029,7.755,0.024,7.903,0.022,7.578,0.015,7.132,0.014,5.49,0.038,RSG
"2MASS J05261135-6612111    ",81.54731,-66.2031,,,16.141,0.019,13.938,0.043,11.074,0.03,9.376,0.022,8.359,0.038,7.878,0.023,7.108,0.028,6.984,0.024,6.598,0.016,6.023,0.023,4.288,0.024,RSG
"[M2002] LMC 163007         ",83.8867,-69.072,14.933,0.02,14.634,0.01,13.126,0.01,11.025,0.03,9.449,0.021,8.567,0.034,8.197,0.021,7.942,0.031,8.094,0.022,7.902,0.022,7.79,0.017,5.677,0.04,RSG
"SV* HV  5576               ",76.02093,-70.379486,16.503,0.06,14.514,0.01,12.556,0.01,10.49,0.03,9.167,0.024,8.427,0.042,8.112,0.031,7.896,0.031,8.115,0.027,7.909,0.02,7.709,0.019,6.089,0.039,RSG
"[GDN2015] LMC207           ",83.921265,-69.1999,18.999,0.095,16.208,0.054,14.045,0.065,11.31,0.03,9.563,0.024,8.524,0.027,8.073,0.021,7.477,0.028,7.29,0.021,6.883,0.013,6.293,0.022,3.639,0.1,RSG
"[M2002] LMC 168047         ",84.33541,-69.3274,16.379,0.054,14.064,0.01,12.526,0.01,10.721,0.02,9.418,0.026,8.541,0.024,8.278,0.034,8.058,0.032,8.193,0.029,7.944,0.02,7.655,0.019,6.613,0.066,RSG
"WOH S  60                  ",73.378654,-69.297134,18.033,0.059,15.761,0.03,13.833,0.038,11.433,0.03,9.321,0.022,8.457,0.038,8.056,0.024,7.503,0.022,7.457,0.027,7.128,0.016,6.514,0.025,1.793,0.015,RSG
"[M2002] LMC 140403         ",82.03357,-69.21972,16.723,0.12,15.074,0.02,13.066,0.01,10.707,0.03,9.185,0.026,8.36,0.04,8.001,0.024,7.741,0.026,7.682,0.022,7.445,0.019,6.944,0.017,4.68,0.026,RSG
"SV* HV  5854               ",82.064186,-66.9813,16.671,0.051,14.927,0.03,12.74,0.108,10.579,0.03,9.289,0.024,8.452,0.042,8.092,0.024,7.8,0.036,7.811,0.027,7.548,0.019,7.073,0.016,4.72,0.027,RSG
"SV* HV   903               ",76.885414,-70.65119,17.143,0.09,15.284,0.01,13.136,0.01,10.754,0.02,9.376,0.026,8.419,0.033,8.018,0.017,7.712,0.026,7.703,0.027,7.375,0.021,6.965,0.017,4.527,0.023,RSG
"[M2002] LMC 170452         ",84.56673,-69.169785,,,16.798,0.041,15.037,0.028,11.533,0.02,9.308,0.02,8.336,0.018,7.867,0.024,7.551,0.027,7.305,0.025,6.984,0.018,6.332,0.023,2.63,0.036,RSG
Cl* NGC 2004   BBBC     324,82.639404,-67.287544,14.003,0.02,13.734,0.01,12.436,0.01,10.613,0.04,9.215,0.022,8.393,0.026,8.121,0.027,8.014,0.031,8.115,0.03,7.931,0.021,7.826,0.019,7.31,0.07,RSG
"SV* HV  5593               ",76.17393,-70.71033,16.963,0.13,15.224,0.02,13.336,0.01,10.617,0.03,9.184,0.023,8.38,0.029,8.029,0.031,7.831,0.031,7.948,0.028,7.63,0.02,7.38,0.019,5.491,0.031,RSG
"MSX LMC  815               ",83.80873,-67.73217,16.232,0.078,14.597,0.103,15.326,0.166,10.451,0.03,9.376,0.022,8.533,0.018,8.024,0.024,7.404,0.035,7.163,0.025,6.878,0.018,6.315,0.021,3.906,0.022,RSG
"SV* HV  2331               ",76.48616,-70.589966,16.592,0.057,14.744,0.01,12.816,0.01,10.693,0.03,9.234,0.021,8.44,0.038,8.114,0.026,7.785,0.031,7.877,0.026,7.538,0.018,7.12,0.018,5.014,0.026,RSG
"[GDN2015] LMC250           ",84.7677,-69.60109,16.208,0.046,15.224,0.023,13.34,0.06,11.049,0.03,9.465,0.021,8.585,0.049,8.17,0.026,7.971,0.036,8.143,0.03,7.944,0.019,7.854,0.021,6.685,,RSG
"[M2002] LMC 141568         ",82.1315,-69.091965,16.883,0.14,15.304,0.02,13.286,0.01,10.946,0.02,9.29,0.022,8.396,0.034,8.049,0.031,7.775,0.033,7.938,0.03,7.658,0.019,7.34,0.019,5.122,0.03,RSG
"[M2002] LMC 169754         ",84.49447,-69.24,17.191,0.073,15.414,0.02,13.266,0.01,11.108,0.02,9.532,0.021,8.716,0.027,8.383,0.023,7.989,0.033,8.013,0.028,7.802,0.02,7.615,0.022,7.03,0.124,RSG
"HD 269070                  ",76.49222,-70.53489,12.594,0.073,11.814,0.185,11.107,0.048,10.343,0.03,9.568,0.021,9.229,0.024,9.135,0.023,9.035,0.032,8.924,0.031,8.92,0.026,8.904,0.024,9.05,0.251,RSG
"[W60] A103                 ",85.79363,-69.74872,17.054,0.071,15.237,0.028,13.14,0.112,11.036,0.03,9.537,0.022,8.685,0.034,8.351,0.019,8.078,0.031,8.289,0.03,8.069,0.02,7.828,0.019,4.14,0.039,RSG
"[M2002] LMC 162635         ",83.85217,-69.06762,18.577,0.089,15.951,0.021,14.165,0.047,11.195,0.03,9.567,0.021,8.657,0.021,8.234,0.033,7.795,0.026,7.779,0.027,7.481,0.02,7.053,0.015,4.849,0.032,RSG
"SP77 61-23                 ",88.059685,-68.204254,16.89,0.038,14.959,0.029,13.017,0.037,10.876,0.04,9.281,0.026,8.419,0.042,8.14,0.034,7.755,0.02,7.835,0.023,7.509,0.018,7.084,0.016,5.597,0.03,RSG
"[GDN2015] LMC49            ",81.68644,-69.101814,10.963,,11.754,,11.596,,10.838,0.03,9.589,0.024,8.815,0.034,8.535,0.021,8.32,0.046,8.42,0.03,8.074,0.018,7.565,0.02,6.173,0.049,RSG
"[GDN2015] LMC211           ",83.95957,-69.61889,14.406,0.024,14.802,0.028,13.418,0.053,11.11,0.03,9.45,0.022,8.541,0.027,8.115,0.026,7.77,0.028,7.787,0.024,7.445,0.018,6.954,0.017,4.549,0.032,RSG
"[M2002] LMC 174543         ",85.07073,-69.46496,16.967,0.041,14.604,0.01,13.026,0.01,10.852,0.03,9.373,0.024,8.487,0.034,8.22,0.023,7.965,0.037,7.985,0.029,7.67,0.018,7.225,0.018,5.406,0.04,RSG
"[M2002] LMC 176715         ",85.43342,-69.20077,14.823,0.03,14.234,0.01,13.106,0.01,11.122,0.03,9.579,0.021,8.704,0.034,8.4,0.023,8.139,0.033,8.357,0.033,8.111,0.019,7.894,0.021,6.286,0.071,RSG
"[M2002] LMC 168290         ",84.359825,-68.794525,17.243,0.11,15.314,0.01,13.286,0.01,11.022,0.02,9.406,0.023,8.576,0.034,8.226,0.022,7.965,0.025,8.115,0.024,7.851,0.015,7.647,0.015,5.866,0.033,RSG
"[M2002] LMC 150396         ",82.814354,-69.06635,16.343,0.05,15.124,0.01,13.316,0.01,10.69,0.04,9.394,0.022,8.524,0.029,8.219,0.017,7.953,0.026,8.043,0.029,7.755,0.016,7.253,0.019,5.789,0.033,RSG
"[M2002] LMC 123778         ",80.36651,-69.50451,17.914,0.073,15.324,0.05,13.546,0.02,,,9.311,0.023,8.504,0.057,8.145,0.023,8.033,0.035,7.966,0.028,7.681,0.02,7.137,0.018,4.493,0.02,RSG
"[GDN2015] LMC256           ",85.20779,-69.37931,14.471,0.051,14.664,0.077,13.39,0.531,11.011,0.03,9.502,0.027,8.576,0.047,8.186,0.027,7.863,0.034,7.843,0.023,7.481,0.02,6.954,0.019,4.411,0.023,RSG
"[M2002] LMC 145716         ",82.47812,-69.07102,15.893,0.04,14.404,0.01,12.546,,10.689,0.02,9.42,0.026,8.688,0.036,8.406,0.019,8.248,0.028,8.384,0.028,8.15,0.02,7.902,0.018,6.744,0.047,RSG
"[M2002] LMC 140296         ",82.02489,-69.12038,17.599,0.072,15.739,0.026,14.115,0.024,10.623,0.03,9.416,0.024,8.578,0.04,8.149,0.033,7.555,0.031,7.535,0.025,7.256,0.019,6.793,0.017,4.561,0.026,RSG
"SP77 39-3                  ",76.04093,-70.204895,14.923,0.02,14.404,0.01,12.916,0.01,10.803,0.03,9.465,0.024,8.676,0.04,8.39,0.025,8.256,0.037,8.422,0.032,8.188,0.022,8.091,0.021,8.469,0.201,RSG
"2MASS J05344326-6704104    ",83.680275,-67.06958,15.333,0.03,13.704,0.01,11.976,,10.473,0.03,9.393,0.023,8.722,0.038,8.575,0.024,8.379,0.027,8.511,0.031,8.358,0.021,8.205,0.018,7.335,0.064,RSG
"[GDN2015] LMC60            ",81.91083,-69.478905,16.62,0.037,14.539,0.037,12.58,0.189,10.766,0.03,9.333,0.023,8.517,0.042,8.218,0.023,8.026,0.032,8.184,0.028,7.976,0.019,7.786,0.02,5.86,0.033,RSG
"SP77 37-19                 ",78.07233,-67.29846,,,17.274,0.126,12.22,0.032,10.827,0.03,9.854,0.024,9.286,0.023,9.076,0.021,8.841,0.025,9.06,0.022,8.882,0.023,8.76,0.022,8.546,0.133,RSG
"LI-LMC   92                ",72.87081,-68.96391,,,21.67,0.132,22.011,0.225,13.902,0.04,9.927,0.021,8.619,0.023,7.914,0.015,7.731,0.039,7.204,0.021,6.905,0.024,5.832,0.028,2.927,0.025,RSG
"[GDN2015] LMC180           ",83.60392,-69.39352,16.883,0.14,15.014,0.02,13.046,0.01,10.981,0.03,9.404,0.021,8.579,0.055,8.219,0.026,7.924,0.027,7.994,0.022,7.735,0.015,7.348,0.014,5.12,0.026,RSG
"[M2002] LMC 160518         ",83.64076,-69.250656,16.433,0.09,15.044,0.01,13.156,0.01,10.925,0.03,9.465,0.024,8.58,0.036,8.278,0.021,8.014,0.03,8.219,0.022,7.995,0.017,7.721,0.015,5.768,0.04,RSG
"[M2002] LMC 137818         ",81.80928,-69.18632,17.622,0.106,14.83,0.021,13.692,0.031,10.736,0.03,9.355,0.021,8.551,0.042,8.192,0.027,7.78,0.028,7.852,0.025,7.568,0.021,7.271,0.017,5.063,0.031,RSG
"[M2002] LMC 138475         ",81.86689,-69.010025,16.771,0.063,14.364,0.02,12.706,0.01,10.785,0.03,9.405,0.022,8.592,0.036,8.323,0.021,8.084,0.029,8.265,0.028,7.979,0.022,7.669,0.017,6.04,0.034,RSG
"[M2002] LMC 163814         ",83.966515,-69.37473,15.733,0.05,14.604,0.01,12.806,0.01,,,9.567,0.024,8.706,0.024,8.451,0.021,8.288,0.032,8.475,0.031,8.281,0.019,8.218,0.021,8.4,0.19,RSG
"[M2002] LMC 176695         ",85.430466,-69.47095,16.623,0.09,14.944,0.01,12.976,0.01,10.907,0.03,9.52,0.022,8.716,0.055,8.412,0.023,8.132,0.031,8.279,0.031,8.051,0.02,7.728,0.018,5.952,0.038,RSG
"SV* HV   897               ",76.49795,-70.80312,16.763,0.09,15.314,0.01,13.486,0.01,10.95,0.03,9.483,0.023,8.715,0.044,8.315,0.023,7.703,0.03,7.725,0.026,7.409,0.019,6.924,0.018,4.582,0.024,RSG
"SP77 40-8a                 ",76.29149,-70.667625,16.133,0.06,14.564,0.01,12.676,0.01,10.695,0.03,9.429,0.023,8.647,0.04,8.383,0.022,8.196,0.029,8.357,0.026,8.181,0.022,8.097,0.021,7.741,0.112,RSG
"SV* HV  6002               ",85.449425,-69.20165,19.677,0.084,16.488,0.032,13.749,0.026,12.391,0.03,9.525,0.021,8.603,0.038,8.2,0.029,7.648,0.025,7.51,0.028,7.176,0.017,6.668,0.017,4.349,0.029,RSG
"[GDN2015] LMC199           ",83.84074,-69.712975,16.97,0.078,14.811,0.201,12.809,0.079,10.815,0.03,9.508,0.024,8.645,0.029,8.364,0.021,8.091,0.033,8.301,0.027,8.008,0.022,7.695,0.018,5.815,0.047,RSG
"[M2002] LMC 154729         ",83.14709,-69.13102,17.458,0.05,14.977,0.018,13.562,0.122,10.771,0.03,9.466,0.026,8.575,0.04,8.263,0.023,7.965,0.035,8.043,0.031,7.803,0.019,7.54,0.018,5.639,0.031,RSG
"[M2002] LMC 175015         ",85.15388,-69.43898,17.023,0.19,15.284,0.02,13.366,0.01,10.986,0.03,9.494,0.021,8.674,0.042,8.322,0.021,8.008,0.035,8.063,0.03,7.759,0.02,7.345,0.018,5.469,0.044,RSG
"SP77 54-55                 ",85.75849,-69.097145,16.903,0.1,15.064,0.01,13.096,0.01,10.989,0.03,9.502,0.023,8.637,0.027,8.366,0.025,8.16,0.026,8.298,0.025,8.126,0.016,8.026,0.019,7.097,0.084,RSG
"[M2002] LMC 174742         ",85.105515,-69.25839,14.593,0.02,14.184,0.01,12.556,0.01,10.908,0.03,9.774,0.024,9.073,0.025,8.783,0.021,8.442,0.033,8.36,0.025,8.096,0.022,7.675,0.019,5.91,0.064,RSG
"[M2002] LMC 174324         ",85.03174,-69.33471,16.803,0.11,15.794,0.02,13.886,0.01,11.206,0.03,9.481,0.021,8.61,0.036,8.286,0.031,8.02,0.024,8.083,0.026,7.798,0.026,7.428,0.02,5.176,0.05,RSG
"[W60] A30                  ",82.51214,-68.767746,16.733,0.07,14.804,0.01,12.896,,10.892,0.02,9.522,0.023,8.652,0.034,8.406,0.023,8.188,0.038,8.403,0.025,8.15,0.021,7.986,0.018,6.689,0.054,RSG
"SP77  54-35                ",85.24664,-69.43636,16.965,0.056,13.464,0.01,12.806,0.01,10.905,0.03,9.561,0.026,8.683,0.029,8.378,0.024,8.091,0.031,8.197,0.033,7.833,0.02,7.272,0.018,5.726,0.071,RSG
"[M2002] LMC 143280         ",82.284996,-69.20511,17.143,0.2,15.264,0.03,13.326,0.01,10.704,0.02,9.458,0.026,8.668,0.047,8.345,0.036,8.071,0.036,8.207,0.027,7.964,0.021,7.641,0.02,5.624,0.032,RSG
"OGLE BRIGHT-LMC-MISC-270   ",82.75499,-69.18313,13.49,0.238,14.195,0.03,14.211,0.06,10.892,0.04,9.48,0.023,8.623,0.057,8.328,0.025,,,8.053,0.029,7.717,0.016,7.186,0.019,4.583,0.027,RSG
"[W60] D33                  ",83.310295,-67.06347,16.283,0.07,14.794,0.01,13.006,0.01,10.662,0.05,9.432,0.026,8.587,0.04,8.32,0.049,8.071,0.027,8.273,0.028,8.069,0.019,7.902,0.023,6.433,0.047,RSG
"GSC 09165-00687            ",75.53975,-70.41715,16.563,0.08,15.164,0.01,13.316,0.01,10.819,0.03,9.465,0.023,8.613,0.04,8.322,0.023,8.084,0.04,8.23,0.03,8.041,0.019,7.909,0.017,6.53,0.05,RSG
"[M2002] LMC 140912         ",82.07748,-69.126335,13.943,0.02,14.014,0.01,12.886,0.01,10.893,0.02,9.486,0.024,8.657,0.026,8.314,0.033,8.125,0.027,8.291,0.025,8.03,0.021,7.661,0.018,6.095,0.043,RSG
"[M2002] LMC 168757         ",84.40343,-69.489845,,,16.42,,14.62,,10.836,0.02,9.455,0.024,8.56,0.029,8.211,0.023,8.045,0.03,8.073,0.025,7.818,0.02,7.329,0.017,4.836,0.033,RSG
"SV* HV  5914               ",83.05389,-66.988335,16.892,0.034,14.906,0.042,12.835,0.117,10.647,0.03,9.478,0.022,8.709,0.021,8.417,0.023,8.118,0.039,8.194,0.024,7.97,0.02,7.574,0.016,5.369,0.03,RSG
"[M2002] LMC 149721         ",82.76431,-69.09446,16.303,0.05,14.624,0.01,12.766,,10.911,0.04,9.621,0.022,8.787,0.029,8.582,0.025,8.345,0.028,8.522,0.031,8.396,0.021,8.332,0.022,7.348,0.074,RSG
"[M2002] LMC 176335         ",85.37316,-69.454475,16.493,0.07,14.964,0.01,12.956,0.01,10.846,0.03,9.589,0.021,8.727,0.034,8.452,0.019,8.218,0.027,8.413,0.029,8.217,0.023,8.007,0.024,7.098,0.074,RSG
"[GDN2015] LMC244           ",84.64386,-69.577675,19.032,0.184,16.267,0.031,14.019,0.047,11.575,0.03,9.782,0.023,8.837,0.024,8.426,0.025,8.02,0.034,8.043,0.029,7.757,0.02,7.449,0.018,5.73,0.159,RSG
"HD 268865                  ",74.93139,-68.523,12.833,0.01,12.224,,11.516,,10.672,0.02,10.23,0.023,9.922,0.025,9.813,0.023,9.649,0.019,9.637,0.016,9.615,0.021,9.601,0.022,9.517,0.449,RSG
"[GDN2015] LMC169           ",83.428085,-70.11599,16.97,0.052,15.182,0.039,13.146,0.19,11.052,0.03,9.549,0.023,8.674,0.042,8.375,0.021,8.181,0.031,8.375,0.023,8.174,0.018,8.085,0.02,7.38,0.075,RSG
"SP77 37-33                 ",78.578575,-67.2637,15.473,0.206,13.886,0.029,12.261,0.145,10.831,0.02,9.738,0.023,9.124,0.027,8.927,0.02,8.753,0.028,8.924,0.034,8.792,0.023,8.672,0.022,8.57,0.136,RSG
"[M2002] LMC 170539         ",84.5755,-69.295166,18.392,0.062,16.003,0.212,14.415,0.043,11.532,0.02,9.607,0.023,8.647,0.031,8.304,0.023,7.983,0.028,8.094,0.026,7.742,0.022,7.37,0.019,5.33,0.038,RSG
"[M2002] LMC 142907         ",82.253265,-68.77598,16.403,0.09,14.994,0.02,13.106,0.01,11.038,0.02,9.557,0.026,8.739,0.046,8.435,0.023,8.196,0.034,8.299,0.027,8.019,0.021,7.655,0.018,5.808,0.034,RSG
"[GDN2015] LMC230           ",84.306305,-69.142944,,,16.278,0.04,14.211,0.102,11.632,0.02,9.72,0.023,8.721,0.029,8.292,0.023,7.971,0.043,8.043,0.023,7.761,0.019,7.377,0.019,4.867,0.158,RSG
"[BE74] 522                 ",76.22553,-70.55514,14.833,0.02,14.474,0.01,12.846,0.01,10.891,0.03,9.493,0.023,8.669,0.024,8.404,0.021,8.218,0.031,8.391,0.033,8.221,0.018,8.1,0.018,7.764,0.086,RSG
"[GDN2015] LMC93            ",82.3974,-68.51264,18.547,0.257,15.714,0.019,13.689,0.069,11.442,0.02,9.714,0.023,8.818,0.025,8.484,0.021,8.181,0.031,8.372,0.037,8.123,0.019,7.897,0.019,6.695,0.056,RSG
"SP77  46-40                ",82.33976,-68.736435,16.992,0.048,14.657,0.071,12.898,0.189,10.979,0.02,9.591,0.023,8.729,0.036,8.529,0.021,8.288,0.031,8.501,0.025,8.297,0.02,8.127,0.018,6.85,0.055,RSG
"[GDN2015] LMC202           ",83.85962,-69.46728,,,14.2,,12.6,,10.913,0.03,9.592,0.026,8.745,0.025,8.426,0.036,8.32,0.027,8.466,0.031,8.293,0.021,8.218,0.018,8.509,0.189,RSG
"W61 6-24                   ",85.48924,-69.20506,14.293,0.02,14.074,0.01,12.806,0.01,11.172,0.03,9.811,0.023,9.036,0.026,8.738,0.023,8.548,0.026,8.64,0.03,8.415,0.017,8.136,0.022,8.641,0.292,RSG
"RM 1-77                    ",74.20588,-69.80875,15.213,0.02,13.754,,12.116,,10.596,0.03,9.696,0.022,9.117,0.023,8.957,0.023,8.738,0.031,8.915,0.029,8.814,0.023,8.687,0.023,8.123,0.137,RSG
"[M2002] LMC 176890         ",85.45873,-69.35433,17.043,0.1,14.874,0.01,12.906,0.01,10.955,0.03,9.599,0.021,8.788,0.034,8.56,0.024,8.337,0.034,8.486,0.025,8.297,0.022,8.071,0.018,6.391,0.045,RSG
"[GDN2015] LMC120           ",82.82649,-68.73339,,,14.744,0.01,12.946,,10.992,0.04,9.662,0.023,8.888,0.027,8.613,0.023,8.414,0.035,8.579,0.029,8.381,0.02,8.282,0.02,7.113,0.063,RSG
"[M2002] LMC 135754         ",81.6176,-69.13267,17.063,0.14,15.084,0.02,13.126,0.01,11.056,0.03,9.606,0.022,8.759,0.04,8.483,0.021,8.256,0.028,8.433,0.033,8.225,0.022,7.991,0.02,6.355,0.056,RSG
